frame.number,eth.src,eth.dst,frame.len,rel_time,primary
3897,105927195770177.00,211811468.00,54,0.000066,0
3898,247033387452035.00,105927195770177.00,1291,0.000253,0
3899,247033387452035.00,105927195770177.00,66,0.006204,0
3900,105927195770177.00,211811468.00,54,0.000131,0
3901,105927195770177.00,211811468.00,571,0.002079,0
3902,247033387452659.00,105927195770177.00,137,0.006268,0
3903,105927195770177.00,211811468.00,66,0.001127,0
3904,105927195770177.00,211811468.00,76,0.0191,0
3905,247033387452659.00,105927195770177.00,123,0.001791,0
3906,105927195770177.00,211811468.00,66,0.000965,0
3907,247033387452659.00,105927195770177.00,137,0.006054,0
3908,105927195770177.00,211811468.00,165,0.000052,0
3909,105927195770177.00,211811468.00,54,0.002959,0
3910,105927195770177.00,211811468.00,54,0.00006,0
3911,247033387452035.00,105927195770177.00,66,0.017587,0
3912,105927195770177.00,211811468.00,54,0.00017,0
3913,105927195770177.00,211811468.00,571,0.002048,0
3914,247033387452035.00,105927195770177.00,54,0.017805,0
3915,247033387452035.00,105927195770177.00,1514,0.002355,0
3916,247033387452035.00,105927195770177.00,1514,0.000384,0
3917,247033387452035.00,105927195770177.00,685,0.000002,0
3918,105927195770177.00,211811468.00,54,0.000062,0
3919,105927195770177.00,211811468.00,180,0.002699,0
3920,247033387452035.00,105927195770177.00,54,0.003006,0
3921,247033387452035.00,105927195770177.00,1464,0.001247,0
3922,247033387452035.00,105927195770177.00,1464,0.000343,0
3923,247033387452035.00,105927195770177.00,505,0.000001,0
3924,105927195770177.00,211811468.00,54,0.000065,0
3925,105927195770177.00,211811468.00,118,0.002563,0
3926,105927195770177.00,211811468.00,147,0.007516,0
3927,105927195770177.00,211811468.00,140,0.001815,0
3928,105927195770177.00,211811468.00,316,0.001835,0
3929,105927195770177.00,211811468.00,397,0.001673,0
3930,247033387452035.00,105927195770177.00,66,0.002368,0
3931,105927195770177.00,211811468.00,54,0.000116,0
3932,105927195770177.00,211811468.00,571,0.002066,0
3933,247033387452035.00,105927195770177.00,217,0.009141,0
3934,247033387452035.00,105927195770177.00,128,0.000201,0
3935,105927195770177.00,211811468.00,54,0.000054,0
3936,105927195770177.00,211811468.00,85,0.001817,0
3937,247033387452035.00,105927195770177.00,85,0.007098,0
3938,247033387452035.00,105927195770177.00,89,0.00376,0
3939,105927195770177.00,211811468.00,54,0.000075,0
3940,247033387452035.00,105927195770177.00,371,0.000213,0
3941,247033387452035.00,105927195770177.00,296,0.029081,0
3942,247033387452035.00,105927195770177.00,98,0.000209,0
3943,105927195770177.00,211811468.00,54,0.000055,0
3944,105927195770177.00,211811468.00,92,0.001731,0
3945,247033387452035.00,105927195770177.00,92,0.012659,0
3946,247033387452035.00,105927195770177.00,54,0.011426,0
3947,247033387452035.00,105927195770177.00,694,0.000672,0
3948,105927195770177.00,211811468.00,54,0.000068,0
3949,247033387452035.00,105927195770177.00,1514,0.018429,0
3950,247033387452035.00,105927195770177.00,1514,0.000323,0
3951,247033387452035.00,105927195770177.00,377,0.000005,0
3952,105927195770177.00,211811468.00,54,0.000058,0
3953,247033387452035.00,105927195770177.00,396,0.000859,0
3954,105927195770177.00,211811468.00,54,0.000046,0
3955,105927195770177.00,211811468.00,180,0.002744,0
3956,247033387452035.00,105927195770177.00,371,0.026888,0
3957,105927195770177.00,211811468.00,66,0.000062,0
3958,105927195770177.00,211811468.00,77,0.003841,0
3959,247033387452659.00,105927195770177.00,185,0.001769,0
3960,105927195770177.00,211811468.00,66,0.004778,0
3961,247033387452035.00,105927195770177.00,66,0.015216,0
3962,105927195770177.00,211811468.00,54,0.000156,0
3963,105927195770177.00,211811468.00,420,0.001366,1
3964,247033387452035.00,105927195770177.00,54,0.014836,0
3965,247033387452035.00,105927195770177.00,54,0.000215,0
3966,247033387452035.00,105927195770177.00,923,0.000353,1
3967,105927195770177.00,211811468.00,966,0.019994,0
3968,247033387452035.00,105927195770177.00,54,0.006655,0
3969,247033387452035.00,105927195770177.00,105,0.000283,0
3970,105927195770177.00,211811468.00,54,0.035089,0
3971,247033387452035.00,105927195770177.00,54,0.05433,0
3972,247033387452035.00,105927195770177.00,438,0.000585,0
3973,105927195770177.00,211811468.00,54,0.000062,0
3974,105927195770177.00,211811468.00,894,0.143355,0
3975,247033387452035.00,105927195770177.00,54,0.026517,0
3976,247033387452035.00,105927195770177.00,89,0.003865,0
3977,247033387452035.00,105927195770177.00,321,0.000284,0
3978,105927195770177.00,211811468.00,54,0.000053,0
3979,105927195770177.00,211811468.00,87,0.403011,0
3980,105927195770177.00,211811468.00,54,0.441556,0
3981,105927195770177.00,211811468.00,54,0.000178,0
3982,105927195770177.00,211811468.00,84,0.00119,0
3983,247033387452659.00,105927195770177.00,249,0.001763,0
3984,105927195770177.00,211811468.00,66,0.001181,0
3985,247033387452035.00,105927195770177.00,66,0.015765,0
3986,105927195770177.00,211811468.00,54,0.000128,0
3987,105927195770177.00,211811468.00,571,0.002295,0
3988,247033387452035.00,105927195770177.00,1514,0.020282,0
3989,247033387452035.00,105927195770177.00,1514,0.000359,0
3990,247033387452035.00,105927195770177.00,1514,0.000002,0
3991,247033387452035.00,105927195770177.00,698,0.000001,0
3992,105927195770177.00,211811468.00,54,0.000091,0
3993,105927195770177.00,211811468.00,180,0.003171,0
3994,247033387452035.00,105927195770177.00,312,0.016165,0
3995,105927195770177.00,211811468.00,54,0.059824,0
3996,105927195770177.00,211811468.00,186,0.089581,0
3997,105927195770177.00,211811468.00,100,0.002434,0
3998,105927195770177.00,211811468.00,80,0.003134,0
3999,105927195770177.00,211811468.00,75,0.001723,0
4000,247033387452035.00,105927195770177.00,54,0.002024,0
4001,247033387452035.00,105927195770177.00,54,0.002363,0
4002,247033387452035.00,105927195770177.00,100,0.000247,0
4003,247033387452035.00,105927195770177.00,180,0.010836,0
4004,105927195770177.00,211811468.00,54,0.000086,0
4005,247033387452035.00,105927195770177.00,1079,0.000183,0
4006,247033387452035.00,105927195770177.00,93,0.000001,0
4007,105927195770177.00,211811468.00,54,0.000053,0
4008,247033387452035.00,105927195770177.00,92,0.00017,0
4009,247033387452035.00,105927195770177.00,100,0,0
4010,105927195770177.00,211811468.00,54,0.000071,0
4011,105927195770177.00,211811468.00,100,0.001931,0
4012,105927195770177.00,211811468.00,81,0.033746,0
4013,105927195770177.00,211811468.00,80,0.007744,0
4014,105927195770177.00,211811468.00,75,0.003916,0
4015,105927195770177.00,211811468.00,721,0.001419,0
4016,247033387452035.00,105927195770177.00,54,0.002052,0
4017,247033387452035.00,105927195770177.00,536,0.009255,0
4018,247033387452659.00,105927195770177.00,178,0.003917,0
4019,105927195770177.00,211811468.00,66,0.001106,0
4020,105927195770177.00,211811468.00,66,0.00045,0
4021,105927195770177.00,211811468.00,66,0.000915,0
4022,105927195770177.00,211811468.00,66,0.000623,0
4023,105927195770177.00,211811468.00,66,0.000505,0
4024,247033387452659.00,105927195770177.00,165,0.007684,0
4025,105927195770177.00,211811468.00,66,0.001132,0
4026,247033387452035.00,105927195770177.00,66,0.015226,0
4027,105927195770177.00,211811468.00,54,0.000129,0
4028,105927195770177.00,211811468.00,505,0.000325,0
4029,247033387452035.00,105927195770177.00,66,0.002762,0
4030,105927195770177.00,211811468.00,54,0.000168,0
4031,247033387452035.00,105927195770177.00,66,0.000217,0
4032,105927195770177.00,211811468.00,442,0.000081,0
4033,105927195770177.00,211811468.00,54,0.000012,0
4034,105927195770177.00,211811468.00,419,0.000451,0
4035,247033387452035.00,105927195770177.00,66,0.000365,0
4036,105927195770177.00,211811468.00,54,0.000115,0
4037,105927195770177.00,211811468.00,401,0.000294,0
4038,247033387452035.00,105927195770177.00,66,0.000367,0
4039,105927195770177.00,211811468.00,54,0.000111,0
4040,105927195770177.00,211811468.00,425,0.000326,0
4041,247033387452035.00,105927195770177.00,66,0.001003,0
4042,105927195770177.00,211811468.00,54,0.000123,0
4043,105927195770177.00,211811468.00,458,0.000316,0
4044,105927195770177.00,211811468.00,81,0.001038,0
4045,247033387452035.00,105927195770177.00,54,0.006926,0
4046,247033387452659.00,105927195770177.00,178,0.000796,0
4047,105927195770177.00,211811468.00,206,0.000061,0
4048,247033387452035.00,105927195770177.00,1514,0.000775,0
4049,247033387452035.00,105927195770177.00,1514,0.000759,0
4050,247033387452035.00,105927195770177.00,1514,0.000001,0
4051,247033387452035.00,105927195770177.00,1514,0.000004,0
4052,247033387452035.00,105927195770177.00,1514,0.000001,0
4053,247033387452035.00,105927195770177.00,1514,0.000001,0
4054,247033387452035.00,105927195770177.00,1514,0,0
4055,247033387452035.00,105927195770177.00,1514,0.000002,0
4056,105927195770177.00,211811468.00,54,0.000109,0
4057,247033387452035.00,105927195770177.00,1514,0.00029,0
4058,247033387452035.00,105927195770177.00,1514,0.000001,0
4059,247033387452035.00,105927195770177.00,1514,0.000002,0
4060,247033387452035.00,105927195770177.00,1514,0,0
4061,247033387452035.00,105927195770177.00,853,0.000001,1
4062,105927195770177.00,211811468.00,54,0.000084,0
4063,105927195770177.00,211811468.00,505,0.00603,0
4064,247033387452035.00,105927195770177.00,54,0.009164,0
4065,247033387452035.00,105927195770177.00,1514,0.000658,0
4066,247033387452035.00,105927195770177.00,1514,0.000383,0
4067,247033387452035.00,105927195770177.00,54,0.000002,0
4068,247033387452035.00,105927195770177.00,1514,0,0
4069,105927195770177.00,211811468.00,54,0.000072,0
4070,247033387452035.00,105927195770177.00,1514,0.000414,0
4071,247033387452035.00,105927195770177.00,1514,0.000001,0
4072,247033387452035.00,105927195770177.00,1514,0.000001,0
4073,247033387452035.00,105927195770177.00,1514,0.000003,0
4074,247033387452035.00,105927195770177.00,1514,0.000001,0
4075,105927195770177.00,211811468.00,54,0.00014,0
4076,247033387452035.00,105927195770177.00,1514,0.000897,0
4077,247033387452035.00,105927195770177.00,1514,0.000002,0
4078,247033387452035.00,105927195770177.00,1514,0.000001,0
4079,247033387452035.00,105927195770177.00,1514,0.000001,0
4080,247033387452035.00,105927195770177.00,1514,0,0
4081,247033387452035.00,105927195770177.00,54,0.000001,0
4082,247033387452035.00,105927195770177.00,1514,0.000001,0
4083,247033387452035.00,105927195770177.00,1514,0.000001,0
4084,247033387452035.00,105927195770177.00,1514,0,0
4085,247033387452035.00,105927195770177.00,1514,0.000002,0
4086,247033387452035.00,105927195770177.00,1514,0.000001,0
4087,105927195770177.00,211811468.00,54,0.000192,0
4088,105927195770177.00,211811468.00,54,0.000155,0
4089,247033387452035.00,105927195770177.00,1514,0.000474,0
4090,247033387452035.00,105927195770177.00,1514,0.000002,0
4091,247033387452035.00,105927195770177.00,1514,0.000001,0
4092,247033387452035.00,105927195770177.00,1514,0,0
4093,247033387452035.00,105927195770177.00,1514,0.000001,0
4094,247033387452035.00,105927195770177.00,1514,0.000001,0
4095,247033387452035.00,105927195770177.00,1514,0.000001,0
4096,247033387452035.00,105927195770177.00,1514,0,0
4097,247033387452035.00,105927195770177.00,648,0.000002,1
4098,247033387452035.00,105927195770177.00,1514,0,0
4099,247033387452035.00,105927195770177.00,1514,0.000001,0
4100,247033387452035.00,105927195770177.00,54,0.000001,0
4101,247033387452035.00,105927195770177.00,1514,0,0
4102,247033387452035.00,105927195770177.00,1514,0.000001,0
4103,105927195770177.00,211811468.00,54,0.000173,0
4104,105927195770177.00,211811468.00,54,0.000087,0
4105,247033387452035.00,105927195770177.00,1514,0.001053,0
4106,247033387452035.00,105927195770177.00,1514,0.000001,0
4107,247033387452035.00,105927195770177.00,1514,0.000002,0
4108,247033387452035.00,105927195770177.00,1514,0,0
4109,247033387452035.00,105927195770177.00,1514,0.000001,0
4110,247033387452035.00,105927195770177.00,1514,0.000002,0
4111,247033387452035.00,105927195770177.00,1514,0,0
4112,247033387452035.00,105927195770177.00,1514,0.000002,0
4113,247033387452035.00,105927195770177.00,1514,0,0
4114,247033387452035.00,105927195770177.00,1514,0.000002,0
4115,247033387452035.00,105927195770177.00,1514,0.000001,0
4116,105927195770177.00,211811468.00,54,0.000142,0
4117,105927195770177.00,211811468.00,54,0.000083,0
4118,247033387452035.00,105927195770177.00,1514,0.000222,0
4119,247033387452035.00,105927195770177.00,1129,0.000001,1
4120,247033387452035.00,105927195770177.00,54,0.000001,0
4121,247033387452035.00,105927195770177.00,1514,0,0
4122,247033387452035.00,105927195770177.00,1514,0.000002,0
4123,247033387452035.00,105927195770177.00,1047,0,1
4124,105927195770177.00,211811468.00,54,0.000099,0
4125,105927195770177.00,211811468.00,54,0.000071,0
4126,247033387452035.00,105927195770177.00,1514,0.001547,0
4127,247033387452035.00,105927195770177.00,1514,0.000535,0
4128,247033387452035.00,105927195770177.00,1514,0,0
4129,247033387452035.00,105927195770177.00,1514,0.000002,0
4130,247033387452035.00,105927195770177.00,1514,0.000001,0
4131,105927195770177.00,211811468.00,54,0.000079,0
4132,247033387452035.00,105927195770177.00,1514,0.000305,0
4133,247033387452035.00,105927195770177.00,1514,0.000001,0
4134,247033387452035.00,105927195770177.00,1514,0.000001,0
4135,247033387452035.00,105927195770177.00,1514,0.000001,0
4136,105927195770177.00,211811468.00,54,0.00007,0
4137,247033387452035.00,105927195770177.00,1514,0.000241,0
4138,247033387452035.00,105927195770177.00,237,0.000002,0
4139,105927195770177.00,211811468.00,54,0.000061,0
4140,105927195770177.00,211811468.00,505,0.012209,0
4141,105927195770177.00,211811468.00,66,0.004566,0
4142,247033387452035.00,105927195770177.00,1514,0.00594,0
4143,247033387452035.00,105927195770177.00,1514,0.000384,0
4144,247033387452035.00,105927195770177.00,1514,0.000001,0
4145,105927195770177.00,211811468.00,54,0.000076,0
4146,247033387452035.00,105927195770177.00,1514,0.000275,0
4147,247033387452035.00,105927195770177.00,1514,0.000003,0
4148,247033387452035.00,105927195770177.00,182,0.000002,1
4149,105927195770177.00,211811468.00,54,0.00006,0
4150,247033387452035.00,105927195770177.00,1514,0.001237,0
4151,247033387452035.00,105927195770177.00,1514,0.000401,0
4152,247033387452035.00,105927195770177.00,1514,0.000001,0
4153,105927195770177.00,211811468.00,54,0.000083,0
4154,247033387452035.00,105927195770177.00,1514,0.000304,0
4155,247033387452035.00,105927195770177.00,1514,0.000002,0
4156,247033387452035.00,105927195770177.00,1514,0.000001,0
4157,105927195770177.00,211811468.00,54,0.000076,0
4158,247033387452035.00,105927195770177.00,1514,0.000923,0
4159,247033387452035.00,105927195770177.00,1514,0.000002,0
4160,247033387452035.00,105927195770177.00,1514,0.000001,0
4161,247033387452035.00,105927195770177.00,1514,0.000001,0
4162,105927195770177.00,211811468.00,54,0.000096,0
4163,247033387452035.00,105927195770177.00,1514,0.000939,0
4164,247033387452035.00,105927195770177.00,1514,0.000002,0
4165,247033387452035.00,105927195770177.00,1514,0.000001,0
4166,247033387452035.00,105927195770177.00,1514,0.000001,0
4167,105927195770177.00,211811468.00,54,0.000103,0
4168,247033387452035.00,105927195770177.00,1514,0.000297,0
4169,247033387452035.00,105927195770177.00,1514,0.000001,0
4170,247033387452035.00,105927195770177.00,1514,0.000001,0
4171,247033387452035.00,105927195770177.00,1514,0.000001,0
4172,105927195770177.00,211811468.00,54,0.000068,0
4173,247033387452035.00,105927195770177.00,1514,0.00067,0
4174,247033387452035.00,105927195770177.00,1514,0.000002,0
4175,105927195770177.00,211811468.00,54,0.000094,0
4176,247033387452659.00,105927195770177.00,165,0.000185,0
4177,105927195770177.00,211811468.00,193,0.000076,0
4178,247033387452035.00,105927195770177.00,1514,0.000274,0
4179,247033387452035.00,105927195770177.00,1514,0.000001,0
4180,105927195770177.00,211811468.00,54,0.000066,0
4181,247033387452035.00,105927195770177.00,1514,0.000679,0
4182,247033387452035.00,105927195770177.00,1514,0.000555,0
4183,247033387452035.00,105927195770177.00,1514,0.000001,0
4184,247033387452035.00,105927195770177.00,1514,0.000001,0
4185,247033387452035.00,105927195770177.00,1514,0,0
4186,105927195770177.00,211811468.00,54,0.000099,0
4187,105927195770177.00,211811468.00,54,0.000088,0
4188,247033387452035.00,105927195770177.00,1514,0.000299,0
4189,247033387452035.00,105927195770177.00,1514,0.000001,0
4190,247033387452035.00,105927195770177.00,1514,0.000001,0
4191,247033387452035.00,105927195770177.00,1514,0.000001,0
4192,247033387452035.00,105927195770177.00,1514,0,0
4193,247033387452035.00,105927195770177.00,1514,0.000001,0
4194,105927195770177.00,211811468.00,54,0.000088,0
4195,247033387452035.00,105927195770177.00,1514,0.000639,0
4196,247033387452035.00,105927195770177.00,1514,0.000002,0
4197,247033387452035.00,105927195770177.00,226,0.000001,1
4198,247033387452035.00,105927195770177.00,1514,0,0
4199,247033387452035.00,105927195770177.00,786,0.000001,1
4200,105927195770177.00,211811468.00,54,0.000106,0
4201,105927195770177.00,211811468.00,54,0.000087,0
4202,247033387452035.00,105927195770177.00,66,0.000116,0
4203,105927195770177.00,211811468.00,54,0.000105,0
4204,105927195770177.00,211811468.00,505,0.001671,0
4205,247033387452035.00,105927195770177.00,54,0.014822,0
4206,247033387452035.00,105927195770177.00,1514,0.002387,0
4207,247033387452035.00,105927195770177.00,1514,0.000722,0
4208,247033387452035.00,105927195770177.00,1514,0.000001,0
4209,247033387452035.00,105927195770177.00,1514,0.000001,0
4210,247033387452035.00,105927195770177.00,1514,0.000003,0
4211,247033387452035.00,105927195770177.00,1514,0.000001,0
4212,247033387452035.00,105927195770177.00,1514,0.000001,0
4213,247033387452035.00,105927195770177.00,1514,0.000002,0
4214,105927195770177.00,211811468.00,54,0.00011,0
4215,247033387452035.00,105927195770177.00,1514,0.000404,0
4216,247033387452035.00,105927195770177.00,1514,0.000002,0
4217,247033387452035.00,105927195770177.00,1514,0,0
4218,247033387452035.00,105927195770177.00,1514,0.000001,0
4219,247033387452035.00,105927195770177.00,1514,0.000002,0
4220,247033387452035.00,105927195770177.00,178,0,0
4221,105927195770177.00,211811468.00,54,0.000091,0
4222,105927195770177.00,211811468.00,54,0.001564,0
4223,105927195770177.00,211811468.00,54,0.000114,0
4224,105927195770177.00,211811468.00,505,0.013132,0
4225,105927195770177.00,211811468.00,505,0.006266,0
4226,247033387452035.00,105927195770177.00,1514,0.011033,0
4227,247033387452035.00,105927195770177.00,1514,0.00089,0
4228,247033387452035.00,105927195770177.00,1514,0.000001,0
4229,247033387452035.00,105927195770177.00,1514,0.000003,0
4230,247033387452035.00,105927195770177.00,1514,0.000001,0
4231,247033387452035.00,105927195770177.00,1514,0.000001,0
4232,247033387452035.00,105927195770177.00,1514,0,0
4233,247033387452035.00,105927195770177.00,1514,0.000002,0
4234,247033387452035.00,105927195770177.00,1514,0.000001,0
4235,247033387452035.00,105927195770177.00,1514,0,0
4236,247033387452035.00,105927195770177.00,1514,0.000001,0
4237,105927195770177.00,211811468.00,54,0.000113,0
4238,247033387452035.00,105927195770177.00,1514,0.000239,0
4239,247033387452035.00,105927195770177.00,1514,0.000001,0
4240,247033387452035.00,105927195770177.00,195,0.000002,0
4241,105927195770177.00,211811468.00,54,0.000087,0
4242,247033387452659.00,105927195770177.00,146,0.00212,0
4243,247033387452035.00,105927195770177.00,1514,0.001807,0
4244,247033387452035.00,105927195770177.00,1514,0.000307,0
4245,247033387452035.00,105927195770177.00,1514,0.000001,0
4246,105927195770177.00,211811468.00,54,0.000088,0
4247,247033387452035.00,105927195770177.00,1514,0.000324,0
4248,247033387452035.00,105927195770177.00,1514,0.000001,0
4249,247033387452035.00,105927195770177.00,1514,0.000001,0
4250,105927195770177.00,211811468.00,54,0.000076,0
4251,247033387452035.00,105927195770177.00,1514,0.00045,0
4252,247033387452035.00,105927195770177.00,1514,0.000001,0
4253,247033387452035.00,105927195770177.00,1514,0.000001,0
4254,105927195770177.00,211811468.00,54,0.000085,0
4255,247033387452035.00,105927195770177.00,1514,0.000487,0
4256,247033387452035.00,105927195770177.00,1514,0.000002,0
4257,247033387452035.00,105927195770177.00,1514,0.000002,0
4258,105927195770177.00,211811468.00,54,0.000073,0
4259,247033387452035.00,105927195770177.00,1514,0.000338,0
4260,247033387452035.00,105927195770177.00,1514,0.000002,0
4261,247033387452035.00,105927195770177.00,1514,0.000001,0
4262,247033387452035.00,105927195770177.00,1514,0.000002,0
4263,105927195770177.00,211811468.00,54,0.000079,0
4264,247033387452035.00,105927195770177.00,1514,0.000276,0
4265,247033387452035.00,105927195770177.00,1179,0.000002,0
4266,105927195770177.00,211811468.00,54,0.000073,0
4267,105927195770177.00,211811468.00,505,0.000395,0
4268,105927195770177.00,211811468.00,66,0.008715,0
4269,247033387452035.00,105927195770177.00,1514,0.009423,0
4270,247033387452035.00,105927195770177.00,1514,0.000001,0
4271,247033387452035.00,105927195770177.00,1514,0.000001,0
4272,247033387452035.00,105927195770177.00,1514,0.000003,0
4273,247033387452035.00,105927195770177.00,1514,0,0
4274,247033387452035.00,105927195770177.00,1514,0.000002,0
4275,247033387452035.00,105927195770177.00,1514,0.000001,0
4276,247033387452035.00,105927195770177.00,1514,0,0
4277,105927195770177.00,211811468.00,54,0.000181,0
4278,247033387452035.00,105927195770177.00,1514,0.000335,0
4279,247033387452035.00,105927195770177.00,1514,0.000002,0
4280,105927195770177.00,211811468.00,54,0.000098,0
4281,247033387452035.00,105927195770177.00,1514,0.000203,0
4282,247033387452035.00,105927195770177.00,1514,0.000002,0
4283,247033387452035.00,105927195770177.00,1514,0.000002,0
4284,105927195770177.00,211811468.00,54,0.00016,0
4285,247033387452035.00,105927195770177.00,1514,0.000349,0
4286,247033387452035.00,105927195770177.00,1514,0.000002,0
4287,105927195770177.00,211811468.00,54,0.000067,0
4288,247033387452035.00,105927195770177.00,1514,0.000181,0
4289,247033387452035.00,105927195770177.00,1514,0.000001,0
4290,105927195770177.00,211811468.00,54,0.00006,0
4291,247033387452035.00,105927195770177.00,1514,0.000244,0
4292,247033387452035.00,105927195770177.00,1286,0.000002,0
4293,105927195770177.00,211811468.00,54,0.000058,0
4294,247033387452659.00,105927195770177.00,146,0.007309,0
4295,105927195770177.00,211811468.00,174,0.000076,0
4296,105927195770177.00,211811468.00,66,0.032337,0
4297,247033387452035.00,105927195770177.00,66,0.026539,0
4298,105927195770177.00,211811468.00,54,0.000138,0
4299,105927195770177.00,211811468.00,571,0.002116,0
4300,105927195770177.00,211811468.00,492,0.030266,0
4301,105927195770177.00,211811468.00,489,0.001652,0
4302,105927195770177.00,211811468.00,505,0.001875,0
4303,105927195770177.00,211811468.00,480,0.000555,0
4304,247033387452035.00,105927195770177.00,66,0.014518,0
4305,105927195770177.00,211811468.00,54,0.000154,0
4306,247033387452035.00,105927195770177.00,1514,0.001719,0
4307,247033387452035.00,105927195770177.00,1514,0.000561,0
4308,247033387452035.00,105927195770177.00,1514,0.000002,0
4309,247033387452035.00,105927195770177.00,1514,0.000001,0
4310,247033387452035.00,105927195770177.00,1514,0.000002,0
4311,247033387452035.00,105927195770177.00,1514,0.000001,0
4312,105927195770177.00,211811468.00,54,0.000121,0
4313,105927195770177.00,211811468.00,54,0.000098,0
4314,247033387452035.00,105927195770177.00,1514,0.000569,0
4315,247033387452035.00,105927195770177.00,1514,0.000001,0
4316,247033387452035.00,105927195770177.00,1514,0.000001,0
4317,247033387452035.00,105927195770177.00,1514,0.000001,0
4318,247033387452035.00,105927195770177.00,1514,0.000001,0
4319,247033387452035.00,105927195770177.00,1514,0.000001,0
4320,247033387452035.00,105927195770177.00,1514,0,0
4321,247033387452035.00,105927195770177.00,1514,0.000001,0
4322,247033387452035.00,105927195770177.00,1514,0.000001,0
4323,247033387452035.00,105927195770177.00,1514,0.000001,0
4324,247033387452035.00,105927195770177.00,1514,0,0
4325,105927195770177.00,211811468.00,54,0.000148,0
4326,105927195770177.00,211811468.00,54,0.000091,0
4327,247033387452035.00,105927195770177.00,1514,0.00061,0
4328,247033387452035.00,105927195770177.00,1514,0.000001,0
4329,247033387452035.00,105927195770177.00,1514,0.000001,0
4330,247033387452035.00,105927195770177.00,1514,0.000001,0
4331,247033387452035.00,105927195770177.00,1514,0.000001,0
4332,247033387452035.00,105927195770177.00,1514,0.000001,0
4333,247033387452035.00,105927195770177.00,1514,0,0
4334,247033387452035.00,105927195770177.00,1514,0.000002,0
4335,247033387452035.00,105927195770177.00,1514,0.000001,0
4336,105927195770177.00,211811468.00,54,0.000122,0
4337,105927195770177.00,211811468.00,54,0.000083,0
4338,247033387452035.00,105927195770177.00,1514,0.000598,0
4339,247033387452035.00,105927195770177.00,1514,0.000002,0
4340,247033387452035.00,105927195770177.00,1514,0.000001,0
4341,247033387452035.00,105927195770177.00,1514,0.000001,0
4342,247033387452035.00,105927195770177.00,1514,0.000001,0
4343,247033387452035.00,105927195770177.00,1514,0.000001,0
4344,247033387452035.00,105927195770177.00,1514,0.000001,0
4345,247033387452035.00,105927195770177.00,890,0,0
4346,247033387452035.00,105927195770177.00,1514,0.000001,0
4347,105927195770177.00,211811468.00,54,0.000117,0
4348,105927195770177.00,211811468.00,54,0.000073,0
4349,247033387452035.00,105927195770177.00,1514,0.000511,0
4350,247033387452035.00,105927195770177.00,1514,0.000002,0
4351,247033387452035.00,105927195770177.00,1514,0,0
4352,247033387452035.00,105927195770177.00,1514,0.000001,0
4353,247033387452035.00,105927195770177.00,1514,0.000001,0
4354,247033387452035.00,105927195770177.00,1514,0.000001,0
4355,105927195770177.00,211811468.00,54,0.000108,0
4356,247033387452035.00,105927195770177.00,1514,0.000317,0
4357,247033387452035.00,105927195770177.00,1514,0.000001,0
4358,247033387452035.00,105927195770177.00,1514,0.000001,0
4359,247033387452035.00,105927195770177.00,1514,0.000001,0
4360,247033387452035.00,105927195770177.00,1514,0.000001,0
4361,105927195770177.00,211811468.00,54,0.000081,0
4362,247033387452035.00,105927195770177.00,1514,0.000285,0
4363,247033387452035.00,105927195770177.00,1514,0.000001,0
4364,247033387452035.00,105927195770177.00,1514,0.000001,0
4365,247033387452035.00,105927195770177.00,1514,0.000001,0
4366,105927195770177.00,211811468.00,54,0.000065,0
4367,247033387452035.00,105927195770177.00,1514,0.00068,0
4368,247033387452035.00,105927195770177.00,1514,0.000001,0
4369,247033387452035.00,105927195770177.00,1514,0.000002,0
4370,247033387452035.00,105927195770177.00,1514,0,0
4371,105927195770177.00,211811468.00,54,0.000076,0
4372,247033387452035.00,105927195770177.00,1514,0.000314,0
4373,247033387452035.00,105927195770177.00,1514,0.000002,0
4374,247033387452035.00,105927195770177.00,1514,0.000001,0
4375,247033387452035.00,105927195770177.00,1514,0.000003,0
4376,105927195770177.00,211811468.00,54,0.000071,0
4377,247033387452035.00,105927195770177.00,1514,0.000992,0
4378,247033387452035.00,105927195770177.00,1514,0.000002,0
4379,247033387452035.00,105927195770177.00,1350,0.000001,0
4380,105927195770177.00,211811468.00,54,0.000084,0
4381,247033387452035.00,105927195770177.00,1340,0.003495,0
4382,105927195770177.00,211811468.00,481,0.000286,0
4383,247033387452035.00,105927195770177.00,1514,0.001126,0
4384,247033387452035.00,105927195770177.00,1514,0.000393,0
4385,247033387452035.00,105927195770177.00,1514,0.000002,0
4386,105927195770177.00,211811468.00,54,0.00008,0
4387,247033387452035.00,105927195770177.00,1514,0.00042,0
4388,247033387452035.00,105927195770177.00,1514,0.000002,0
4389,247033387452035.00,105927195770177.00,1514,0.000001,0
4390,247033387452035.00,105927195770177.00,1514,0,0
4391,105927195770177.00,211811468.00,54,0.000095,0
4392,247033387452035.00,105927195770177.00,1514,0.00026,0
4393,247033387452035.00,105927195770177.00,1514,0.000002,0
4394,247033387452035.00,105927195770177.00,1514,0.000001,0
4395,105927195770177.00,211811468.00,54,0.000065,0
4396,247033387452035.00,105927195770177.00,1514,0.000275,0
4397,247033387452035.00,105927195770177.00,1514,0.000001,0
4398,247033387452035.00,105927195770177.00,1514,0.000001,0
4399,105927195770177.00,211811468.00,54,0.00007,0
4400,247033387452035.00,105927195770177.00,1514,0.000192,0
4401,105927195770177.00,211811468.00,54,0.000052,0
